%% File generated by CATS v.2.1Tue Jan 22 02:00:10 2013

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 40; Bids: 100; Distribution: matching; Runs: 1; Seed: 1358819682
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 40
bids 104
dummy 20

0	4.40981	21	31	40	#
1	2.97662	21	35	40	#
2	2.67896	21	39	40	#
3	3.30736	25	35	40	#
4	2.97662	25	39	40	#
5	3.30736	29	39	40	#
6	5.18773	19	25	41	#
7	3.50172	19	29	41	#
8	3.15155	19	33	41	#
9	2.83639	19	37	41	#
10	3.8908	23	29	41	#
11	3.50172	23	33	41	#
12	3.15155	23	37	41	#
13	3.8908	27	33	41	#
14	3.50172	27	37	41	#
15	3.8908	31	37	41	#
16	3.99944	4	33	42	#
17	2.69962	4	37	42	#
18	2.99958	8	37	42	#
19	5.93809	14	21	55	#
20	3.67953	3	9	44	#
21	3.31158	3	13	44	#
22	2.98042	3	17	44	#
23	3.67953	7	13	44	#
24	3.31158	7	17	44	#
25	3.67953	11	17	44	#
26	3.75841	0	39	#
27	4.78623	15	21	46	#
28	3.23071	15	25	46	#
29	2.90764	15	29	46	#
30	2.61687	15	33	46	#
31	3.58967	19	25	46	#
32	3.23071	19	29	46	#
33	2.90764	19	33	46	#
34	3.58967	23	29	46	#
35	3.23071	23	33	46	#
36	3.58967	27	33	46	#
37	5.72572	1	28	47	#
38	3.86486	1	32	47	#
39	3.47837	1	36	47	#
40	4.29429	5	32	47	#
41	3.86486	5	36	47	#
42	4.29429	9	36	47	#
43	3.40708	2	36	#
44	6.92897	10	17	49	#
45	4.67705	10	21	49	#
46	4.20935	10	25	49	#
47	3.78841	10	29	49	#
48	5.19673	14	21	49	#
49	4.67705	14	25	49	#
50	4.20935	14	29	49	#
51	5.19673	18	25	49	#
52	4.67705	18	29	49	#
53	5.19673	22	29	49	#
54	7.4684	19	25	50	#
55	5.04117	19	29	50	#
56	4.53705	19	33	50	#
57	4.08335	19	37	50	#
58	5.6013	23	29	50	#
59	5.04117	23	33	50	#
60	4.53705	23	37	50	#
61	5.6013	27	33	50	#
62	5.04117	27	37	50	#
63	5.6013	31	37	50	#
64	4.17089	4	33	51	#
65	2.81535	4	37	51	#
66	3.12817	8	37	51	#
67	5.43712	3	36	#
68	4.66277	0	38	#
69	7.91745	2	9	55	#
70	5.34428	2	13	55	#
71	4.80985	2	17	55	#
72	4.32886	2	21	55	#
73	5.93809	6	13	55	#
74	5.34428	6	17	55	#
75	4.80985	6	21	55	#
76	5.93809	10	17	55	#
77	5.34428	10	21	55	#
78	7.9686	5	14	56	#
79	5.37881	5	18	56	#
80	4.84093	5	22	56	#
81	4.35683	5	26	56	#
82	5.97645	9	18	56	#
83	5.37881	9	22	56	#
84	4.84093	9	26	56	#
85	5.97645	13	22	56	#
86	5.37881	13	26	56	#
87	5.97645	17	26	56	#
88	6.01865	2	9	57	#
89	5.41679	2	13	57	#
90	4.87511	2	17	57	#
91	6.01865	6	13	57	#
92	5.41679	6	17	57	#
93	6.01865	10	17	57	#
94	7.03618	5	14	59	#
95	4.74942	5	18	59	#
96	4.27448	5	22	59	#
97	3.84703	5	26	59	#
98	5.27713	9	18	59	#
99	4.74942	9	22	59	#
100	4.27448	9	26	59	#
101	5.27713	13	22	59	#
102	4.74942	13	26	59	#
103	5.27713	17	26	59	#
