%% File generated by CATS v.2.1Tue Jan 22 02:03:44 2013

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 100; Distribution: L8; Runs: 1; Seed: 1358818788
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Quadratic distribution.


goods 20
bids 100
dummy 0

0	0	6	16	19	#
1	0	2	11	16	#
2	0	0	14	16	#
3	0	1	2	5	#
4	0	4	12	14	#
5	0	1	3	10	#
6	0	7	11	12	#
7	0	3	11	16	#
8	0	5	14	16	#
9	0	0	5	7	#
10	0	4	5	10	#
11	0	6	13	15	#
12	0	2	17	18	#
13	0	0	10	15	#
14	0	0	3	4	#
15	0	1	9	16	#
16	0	4	10	11	#
17	0	4	6	12	#
18	0	2	3	9	#
19	0	12	13	14	#
20	0	0	9	12	#
21	0	4	7	12	#
22	0	4	13	17	#
23	0	1	3	5	#
24	0	4	7	16	#
25	0	2	4	15	#
26	0	6	10	14	#
27	0	6	7	15	#
28	0	3	7	19	#
29	0	1	9	14	#
30	0	12	17	19	#
31	0	2	3	7	#
32	0	1	11	16	#
33	0	1	4	19	#
34	0	12	16	17	#
35	0	2	5	19	#
36	0	4	8	19	#
37	0	3	12	14	#
38	0	1	3	8	#
39	0	10	12	14	#
40	0	4	6	15	#
41	0	13	16	19	#
42	0	1	5	7	#
43	0	1	16	18	#
44	0	2	10	17	#
45	0	3	9	14	#
46	0	6	7	12	#
47	0	5	11	18	#
48	0	3	7	14	#
49	0	5	12	13	#
50	0	2	4	11	#
51	0	6	7	14	#
52	0	6	10	11	#
53	0	6	13	17	#
54	0	2	8	12	#
55	0	2	12	15	#
56	0	9	11	19	#
57	0	1	6	14	#
58	0	14	16	17	#
59	0	4	5	8	#
60	0	1	9	15	#
61	0	8	16	17	#
62	0	0	9	17	#
63	0	0	5	9	#
64	0	2	15	18	#
65	0	1	12	14	#
66	0	3	7	10	#
67	0	6	7	19	#
68	0	10	15	17	#
69	0	3	6	13	#
70	0	5	18	19	#
71	0	8	10	13	#
72	0	1	6	15	#
73	0	1	11	17	#
74	0	11	14	17	#
75	0	10	12	17	#
76	0	0	10	19	#
77	0	1	3	7	#
78	0	3	12	17	#
79	0	1	4	12	#
80	0	11	12	14	#
81	0	2	13	19	#
82	0	11	15	17	#
83	0	8	12	15	#
84	0	7	14	17	#
85	0	1	10	16	#
86	0	3	5	10	#
87	0	7	8	18	#
88	0	1	18	19	#
89	0	9	11	14	#
90	0	3	5	8	#
91	0	4	11	14	#
92	0	6	7	13	#
93	0	1	5	19	#
94	0	5	7	9	#
95	0	10	12	16	#
96	0	0	1	18	#
97	0	4	6	10	#
98	0	7	17	18	#
99	0	9	16	17	#
