%% File generated by CATS v.2.1Mon Jan 21 18:46:11 2013

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 40; Bids: 40; Distribution: L3; Runs: 1; Seed: 1358792047
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 40
bids 40
dummy 0

0	694.869	8	12	32	#
1	67.3402	22	23	30	#
2	321.771	5	11	15	#
3	437.84	7	15	37	#
4	991.438	3	12	38	#
5	574.388	7	12	29	#
6	237.301	12	24	28	#
7	654.907	0	29	30	#
8	979.666	4	12	17	#
9	226.301	5	11	34	#
10	518.499	20	25	35	#
11	956.242	2	23	36	#
12	799.115	16	18	38	#
13	511.519	1	29	32	#
14	699.67	9	10	27	#
15	530.753	2	26	27	#
16	268.032	9	25	36	#
17	72.6839	12	15	39	#
18	167.854	25	28	36	#
19	309.084	18	23	37	#
20	235.834	6	15	23	#
21	889.123	0	31	37	#
22	42.3164	10	17	37	#
23	681.159	7	18	30	#
24	13.4028	5	19	38	#
25	619.443	17	28	29	#
26	657.69	7	16	18	#
27	599.743	20	25	32	#
28	31.5737	14	22	28	#
29	161.831	30	36	37	#
30	824.135	7	8	38	#
31	524.931	0	24	35	#
32	420.671	18	20	23	#
33	482.433	28	34	37	#
34	798.894	17	21	39	#
35	390.337	3	31	38	#
36	545.124	12	20	23	#
37	933.478	28	31	34	#
38	719.994	0	6	22	#
39	341.632	17	25	37	#
