%% File generated by CATS v.2.1Tue Jan 22 02:00:01 2013

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 20; Bids: 100; Distribution: matching; Runs: 1; Seed: 1358822433
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 20
bids 101
dummy 31

0	5.43373	5	16	32	#
1	6.41366	0	18	#
2	5.79868	3	5	23	#
3	5.21881	3	9	23	#
4	4.69693	3	13	23	#
5	5.79868	7	9	23	#
6	5.21881	7	13	23	#
7	5.79868	11	13	23	#
8	4.68461	1	6	25	#
9	3.16211	1	10	25	#
10	2.8459	1	14	25	#
11	2.56131	1	18	25	#
12	3.51346	5	10	25	#
13	3.16211	5	14	25	#
14	2.8459	5	18	25	#
15	3.51346	9	14	25	#
16	3.16211	9	18	25	#
17	3.51346	13	18	25	#
18	3.98873	2	5	26	#
19	2.69239	2	9	26	#
20	2.42315	2	13	26	#
21	2.18084	2	17	26	#
22	2.99155	6	9	26	#
23	2.69239	6	13	26	#
24	2.42315	6	17	26	#
25	2.99155	10	13	26	#
26	2.69239	10	17	26	#
27	2.99155	14	17	26	#
28	2.41961	10	13	27	#
29	1.63323	10	17	27	#
30	1.8147	14	17	27	#
31	5.00678	2	16	#
32	5.80717	9	15	29	#
33	3.91984	9	19	29	#
34	4.35538	13	19	29	#
35	9.4002	1	12	30	#
36	6.34514	1	16	30	#
37	7.05015	5	16	30	#
38	7.39252	3	16	#
39	7.24497	1	12	32	#
40	4.89036	1	16	32	#
41	4.48666	0	19	#
42	6.06787	6	9	34	#
43	4.09581	6	13	34	#
44	3.68623	6	17	34	#
45	4.5509	10	13	34	#
46	4.09581	10	17	34	#
47	4.5509	14	17	34	#
48	3.99926	0	13	35	#
49	3.59933	0	17	35	#
50	3.99926	4	17	35	#
51	5.25438	2	5	36	#
52	3.5467	2	9	36	#
53	3.19203	2	13	36	#
54	2.87283	2	17	36	#
55	3.94078	6	9	36	#
56	3.5467	6	13	36	#
57	3.19203	6	17	36	#
58	3.94078	10	13	36	#
59	3.5467	10	17	36	#
60	3.94078	14	17	36	#
61	2.46779	5	10	42	#
62	1.66576	5	14	42	#
63	1.49918	5	18	42	#
64	1.85084	9	14	42	#
65	1.66576	9	18	42	#
66	1.85084	13	18	42	#
67	7.49763	0	13	43	#
68	5.0609	0	17	43	#
69	5.62322	4	17	43	#
70	5.83915	1	6	44	#
71	3.94143	1	10	44	#
72	3.54728	1	14	44	#
73	3.19255	1	18	44	#
74	4.37936	5	10	44	#
75	3.94143	5	14	44	#
76	3.54728	5	18	44	#
77	4.37936	9	14	44	#
78	3.94143	9	18	44	#
79	4.37936	13	18	44	#
80	4.31662	11	13	45	#
81	2.91372	11	17	45	#
82	3.23746	15	17	45	#
83	5.35608	10	13	46	#
84	3.61536	10	17	46	#
85	4.01706	14	17	46	#
86	6.99252	1	12	47	#
87	6.29327	1	16	47	#
88	6.99252	5	16	47	#
89	7.22973	0	13	48	#
90	4.88007	0	17	48	#
91	5.4223	4	17	48	#
92	8.91552	1	12	49	#
93	6.01798	1	16	49	#
94	6.68664	5	16	49	#
95	6.53979	5	11	50	#
96	4.41436	5	15	50	#
97	3.97292	5	19	50	#
98	4.90485	9	15	50	#
99	4.41436	9	19	50	#
100	4.90485	13	19	50	#
